Month of Order Date,Product Name,Sales
2016-07-01,Prismacolor Color Pencil Set,119.00
2015-12-01,Project Tote Personal File,14.00
2016-06-01,Project Tote Personal File,14.00
2013-09-01,Project Tote Personal File,67.00
2014-07-01,Project Tote Personal File,98.00
2015-06-01,PureGear Roll-On Screen Protector,32.00
2015-08-01,PureGear Roll-On Screen Protector,60.00
2014-03-01,PureGear Roll-On Screen Protector,80.00
2016-11-01,PureGear Roll-On Screen Protector,120.00
2014-09-01,PureGear Roll-On Screen Protector,280.00
2014-07-01,Pyle PMP37LED,154.00
2016-08-01,Pyle PMP37LED,154.00
2015-10-01,Pyle PMP37LED,192.00
2016-06-01,Pyle PMP37LED,192.00
2013-10-01,Pyle PMP37LED,230.00
2014-04-01,Pyle PMP37LED,288.00
2016-07-01,Pyle PMP37LED,288.00
2015-03-01,Pyle PMP37LED,480.00
2016-03-01,Pyle PMP37LED,538.00
2013-04-01,Pyle PMP37LED,1075.00
2014-06-01,Pyle PRT45 Retro Home Telephone,202.00
2015-07-01,Quality Park Security Envelopes,21.00
2015-01-01,Quality Park Security Envelopes,52.00
2013-11-01,Quality Park Security Envelopes,63.00
2016-12-01,Quality Park Security Envelopes,105.00
2016-10-01,"Quartet Alpha White Chalk, 12/Pack",7.00
2016-07-01,"Quartet Alpha White Chalk, 12/Pack",9.00
2016-09-01,"Quartet Omega Colored Chalk, 12/Pack",5.00
2016-01-01,"Quartet Omega Colored Chalk, 12/Pack",9.00
2014-09-01,"Quartet Omega Colored Chalk, 12/Pack",12.00
2016-07-01,"Quartet Omega Colored Chalk, 12/Pack",12.00
2016-08-01,"Quartet Omega Colored Chalk, 12/Pack",12.00
2016-06-01,"Quartet Omega Colored Chalk, 12/Pack",14.00
2014-08-01,"Quartet Omega Colored Chalk, 12/Pack",18.00
2016-09-01,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,6.00
2013-09-01,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.00
2016-10-01,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,17.00
2016-05-01,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,46.00
2016-11-01,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,100.00
2016-05-01,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,200.00
2013-04-01,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,300.00
2013-12-01,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,320.00
2013-11-01,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,800.00
2014-09-01,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,900.00
2016-02-01,Razer Kraken PRO Over Ear PC and Music Headset,128.00
2016-09-01,Razer Kraken PRO Over Ear PC and Music Headset,160.00
2015-10-01,Razer Kraken PRO Over Ear PC and Music Headset,192.00
2015-06-01,Razer Kraken PRO Over Ear PC and Music Headset,240.00
2016-06-01,Razer Kraken PRO Over Ear PC and Music Headset,240.00
2014-05-01,Razer Kraken PRO Over Ear PC and Music Headset,256.00
2014-04-01,Razer Kraken PRO Over Ear PC and Music Headset,384.00
2014-09-01,Razer Kraken PRO Over Ear PC and Music Headset,560.00
2015-10-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,200.00
2014-06-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,320.00
2015-12-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,400.00
2016-12-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,600.00
2016-02-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,800.00
2014-11-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1400.00
2016-05-01,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1400.00
2014-05-01,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,240.00
2015-03-01,RCA ViSYS 25423RE1 Corded phone,160.00
2013-12-01,RCA ViSYS 25425RE1 Corded phone,324.00
2014-04-01,RCA ViSYS 25825 Wireless digital phone,312.00
2014-11-01,RCA ViSYS 25825 Wireless digital phone,416.00
2014-06-01,RCA Visys Integrated PBX 8-Line Router,134.00
2016-01-01,RCA Visys Integrated PBX 8-Line Router,161.00
2013-04-01,RCA Visys Integrated PBX 8-Line Router,201.00
2013-11-01,RCA Visys Integrated PBX 8-Line Router,268.00
2013-10-01,RCA Visys Integrated PBX 8-Line Router,322.00
2013-11-01,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",198.00
2013-12-01,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237.00
2016-08-01,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237.00
2015-02-01,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.00
2015-12-01,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.00
2016-12-01,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",593.00
2014-12-01,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",45.00
2015-11-01,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",45.00
2016-12-01,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",45.00
2013-11-01,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",63.00
2015-10-01,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",72.00
2015-09-01,Recycled Easel Ring Binders,9.00
2013-12-01,Recycled Easel Ring Binders,18.00
2015-10-01,Recycled Easel Ring Binders,18.00
2014-06-01,Recycled Easel Ring Binders,30.00
2016-05-01,Recycled Easel Ring Binders,30.00
2015-12-01,Recycled Easel Ring Binders,36.00
2015-05-01,Recycled Easel Ring Binders,48.00
2016-08-01,Recycled Easel Ring Binders,121.00
2014-06-01,Recycled Eldon Regeneration Jumbo File,25.00
2013-06-01,Recycled Eldon Regeneration Jumbo File,37.00
2016-11-01,Recycled Eldon Regeneration Jumbo File,39.00
2013-12-01,Recycled Eldon Regeneration Jumbo File,49.00
2014-09-01,Recycled Eldon Regeneration Jumbo File,86.00
2014-12-01,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.00
2015-11-01,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",41.00
2014-03-01,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",24.00
2016-10-01,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",48.00
2015-02-01,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",58.00
2016-12-01,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",58.00
2015-04-01,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",72.00
2014-09-01,Recycled Premium Regency Composition Covers,24.00
2014-12-01,Recycled Premium Regency Composition Covers,24.00
2015-11-01,Recycled Premium Regency Composition Covers,61.00
2014-01-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.00
2015-09-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,3.00
2015-07-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.00
2016-12-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.00
2013-10-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,8.00
2015-06-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,8.00
2013-04-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.00
2015-04-01,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.00
2013-01-01,Recycled Steel Personal File for Hanging File Folders,57.00
2015-01-01,Recycled Steel Personal File for Hanging File Folders,114.00
2013-03-01,Recycled Steel Personal File for Hanging File Folders,137.00
2014-06-01,Recycled Steel Personal File for Hanging File Folders,229.00
2016-07-01,Recycled Steel Personal File for Hanging File Folders,229.00
2016-04-01,Recycled Steel Personal File for Hanging File Folders,286.00
2013-06-01,Recycled Steel Personal File for Standard File Folders,133.00
2013-11-01,Recycled Steel Personal File for Standard File Folders,221.00
2016-03-01,Recycled Steel Personal File for Standard File Folders,221.00
2013-04-01,Recycled Steel Personal File for Standard File Folders,498.00
2013-08-01,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",5.00
2013-11-01,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.00
2014-11-01,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.00
2016-05-01,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.00
2014-10-01,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",27.00
2015-05-01,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",27.00
2016-10-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",7.00
2013-01-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",17.00
2014-03-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.00
2015-12-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.00
2016-06-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.00
2016-12-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.00
2015-09-01,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",102.00
2016-09-01,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",19.00
2016-04-01,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.00
2015-08-01,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",38.00
2016-05-01,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",38.00
2016-03-01,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.00
2014-09-01,Rediform S.O.S. Phone Message Books,20.00
2014-01-01,Rediform Voice Mail Log Books,14.00
2015-03-01,Rediform Voice Mail Log Books,15.00
2015-07-01,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",8.00
2016-06-01,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.00
2015-10-01,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",23.00
2016-12-01,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.00
2015-03-01,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",43.00
2013-08-01,Regeneration Desk Collection,4.00
2014-07-01,Regeneration Desk Collection,5.00
2015-04-01,Regeneration Desk Collection,7.00
2016-07-01,Regeneration Desk Collection,9.00
2015-02-01,Regeneration Desk Collection,11.00
2016-01-01,Revere Boxed Rubber Bands by Revere,6.00
2015-02-01,Revere Boxed Rubber Bands by Revere,9.00
2014-11-01,Revere Boxed Rubber Bands by Revere,11.00
2015-08-01,Revere Boxed Rubber Bands by Revere,11.00
2013-09-01,Revere Boxed Rubber Bands by Revere,12.00
2016-09-01,Ricoh - Ink Collector Unit for GX3000 Series Printers,13.00
2014-11-01,Ricoh - Ink Collector Unit for GX3000 Series Printers,84.00
2016-10-01,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.00
2016-07-01,Riverleaf Stik-Withit Designer Note Cubes,16.00
2013-08-01,Riverleaf Stik-Withit Designer Note Cubes,20.00
2013-11-01,Riverleaf Stik-Withit Designer Note Cubes,30.00
2015-06-01,Riverleaf Stik-Withit Designer Note Cubes,30.00
2013-09-01,Riverleaf Stik-Withit Designer Note Cubes,40.00
2013-09-01,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",201.00
2016-05-01,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",287.00
2014-09-01,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.00
2014-12-01,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1549.00
2016-11-01,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.00
2016-09-01,Riverside Furniture Stanwyck Manor Table Series,344.00
2013-04-01,Riverside Furniture Stanwyck Manor Table Series,574.00
2016-06-01,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1498.00
2015-09-01,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.00
2014-11-01,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4405.00
2014-09-01,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7312.00
2014-08-01,Rogers Deluxe File Chest,22.00
2013-12-01,Rogers Deluxe File Chest,35.00
2015-09-01,Rogers Deluxe File Chest,35.00
2016-06-01,Rogers Deluxe File Chest,35.00
2016-11-01,Rogers Deluxe File Chest,53.00
2015-03-01,Rogers Deluxe File Chest,88.00
2015-07-01,Rogers Deluxe File Chest,88.00
2016-07-01,Rogers Deluxe File Chest,88.00
2014-03-01,Rogers Handheld Barrel Pencil Sharpener,3.00
2013-01-01,Rogers Handheld Barrel Pencil Sharpener,5.00
2016-10-01,Rogers Handheld Barrel Pencil Sharpener,7.00
2014-12-01,Rogers Handheld Barrel Pencil Sharpener,8.00
2015-05-01,Rogers Handheld Barrel Pencil Sharpener,11.00
2016-12-01,Rogers Handheld Barrel Pencil Sharpener,20.00
2015-12-01,Rogers Handheld Barrel Pencil Sharpener,22.00
2013-12-01,"Rogers Jumbo File, Granite",33.00
2014-04-01,"Rogers Jumbo File, Granite",41.00
2015-06-01,"Rogers Jumbo File, Granite",41.00
2015-10-01,"Rogers Jumbo File, Granite",41.00
2016-09-01,"Rogers Jumbo File, Granite",54.00
2015-09-01,"Rogers Jumbo File, Granite",109.00
2015-10-01,Rogers Profile Extra Capacity Storage Tub,33.00
2015-12-01,Rogers Profile Extra Capacity Storage Tub,50.00
2013-04-01,Rogers Profile Extra Capacity Storage Tub,67.00
2013-05-01,Rogers Profile Extra Capacity Storage Tub,67.00
2016-05-01,Rogers Profile Extra Capacity Storage Tub,67.00
2014-03-01,Rogers Profile Extra Capacity Storage Tub,84.00
2015-04-01,Rogers Profile Extra Capacity Storage Tub,151.00
2016-09-01,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.00
2015-06-01,Rosewill 107 Normal Keys USB Wired Standard Keyboard,27.00
2013-09-01,Rosewill 107 Normal Keys USB Wired Standard Keyboard,65.00
2015-07-01,Round Ring Binders,2.00
2014-09-01,Round Ring Binders,2.00
2015-12-01,Round Ring Binders,5.00
2015-04-01,Round Ring Binders,8.00
2015-11-01,Round Ring Binders,13.00
2013-01-01,Round Specialty Laser Printer Labels,30.00
2014-02-01,Round Specialty Laser Printer Labels,40.00
2016-11-01,Round Specialty Laser Printer Labels,63.00
2015-07-01,Round Specialty Laser Printer Labels,88.00
2013-06-01,Round Specialty Laser Printer Labels,100.00
2015-08-01,Round Specialty Laser Printer Labels,100.00
2016-10-01,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.00
2013-10-01,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.00
2016-09-01,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.00
2013-12-01,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.00
2015-09-01,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",48.00
2015-03-01,Rubber Band Ball,6.00
2016-02-01,Rubber Band Ball,11.00
2015-11-01,Rubber Band Ball,15.00
2014-11-01,Rubber Band Ball,26.00
2015-06-01,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266.00
2016-12-01,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266.00
2013-02-01,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",333.00
2015-09-01,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",533.00
2014-05-01,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",666.00
2014-11-01,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",171.00
2013-09-01,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",436.00
2014-03-01,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",513.00
2013-07-01,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1368.00
2014-12-01,Rush Hierlooms Collection Rich Wood Bookcases,161.00
2016-10-01,Rush Hierlooms Collection Rich Wood Bookcases,328.00
2015-09-01,Sabrent 4-Port USB 2.0 Hub,7.00
2016-12-01,Sabrent 4-Port USB 2.0 Hub,20.00
2014-08-01,Sabrent 4-Port USB 2.0 Hub,22.00
2013-12-01,Sabrent 4-Port USB 2.0 Hub,48.00
2016-05-01,SAFCO Arco Folding Chair,221.00
2015-03-01,SAFCO Arco Folding Chair,387.00
2014-07-01,SAFCO Arco Folding Chair,442.00
2015-07-01,SAFCO Arco Folding Chair,663.00
2014-11-01,SAFCO Arco Folding Chair,884.00
2014-12-01,SAFCO Arco Folding Chair,884.00
2015-04-01,SAFCO Arco Folding Chair,1326.00
2013-12-01,SAFCO Arco Folding Chair,1989.00
2016-11-01,SAFCO Arco Folding Chair,2072.00
2013-09-01,SAFCO Arco Folding Chair,2707.00
2015-12-01,SAFCO Boltless Steel Shelving,227.00
2013-01-01,SAFCO Boltless Steel Shelving,273.00
2014-07-01,SAFCO Boltless Steel Shelving,273.00
2013-11-01,SAFCO Boltless Steel Shelving,341.00
2015-10-01,SAFCO Boltless Steel Shelving,341.00
2014-09-01,SAFCO Boltless Steel Shelving,364.00
2016-01-01,SAFCO Boltless Steel Shelving,455.00
2015-08-01,SAFCO Boltless Steel Shelving,727.00
2016-03-01,SAFCO Boltless Steel Shelving,795.00
2016-10-01,SAFCO Boltless Steel Shelving,909.00
2013-11-01,"Safco Chair Connectors, 6/Carton",69.00
2013-07-01,"Safco Chair Connectors, 6/Carton",123.00
2016-12-01,"Safco Chair Connectors, 6/Carton",189.00
2013-08-01,"Safco Chair Connectors, 6/Carton",500.00
2016-12-01,Safco Commercial Shelving,37.00
2016-03-01,Safco Commercial Shelving,47.00
2016-05-01,Safco Commercial Shelving,74.00
2015-02-01,Safco Commercial Shelving,93.00
2013-04-01,Safco Commercial Shelving,233.00
2015-11-01,"SAFCO Commercial Wire Shelving, 72h",98.00
2013-12-01,"SAFCO Commercial Wire Shelving, 72h",122.00
2013-06-01,"SAFCO Commercial Wire Shelving, 72h",306.00
2015-01-01,"SAFCO Commercial Wire Shelving, 72h",429.00
2013-01-01,"SAFCO Commercial Wire Shelving, 72h",490.00
2014-04-01,"SAFCO Commercial Wire Shelving, Black",221.00
2016-05-01,"SAFCO Commercial Wire Shelving, Black",221.00
2016-11-01,"SAFCO Commercial Wire Shelving, Black",221.00
2013-07-01,"SAFCO Commercial Wire Shelving, Black",276.00
2013-09-01,"SAFCO Commercial Wire Shelving, Black",332.00
2015-09-01,"SAFCO Commercial Wire Shelving, Black",332.00
2015-03-01,"SAFCO Commercial Wire Shelving, Black",553.00
2015-05-01,"SAFCO Commercial Wire Shelving, Black",553.00
2014-08-01,"SAFCO Commercial Wire Shelving, Black",663.00
2013-04-01,"SAFCO Commercial Wire Shelving, Black",829.00
2013-11-01,Safco Contoured Stacking Chairs,381.00
2016-05-01,Safco Contoured Stacking Chairs,477.00
2013-12-01,Safco Contoured Stacking Chairs,572.00
2016-06-01,Safco Contoured Stacking Chairs,858.00
2014-11-01,Safco Contoured Stacking Chairs,1478.00
2014-07-01,Safco Contoured Stacking Chairs,1931.00
2016-11-01,Safco Drafting Table,71.00
2015-03-01,Safco Drafting Table,99.00
2013-07-01,Safco Drafting Table,170.00
2016-07-01,Safco Drafting Table,298.00
2016-03-01,SAFCO Folding Chair Trolley,90.00
2015-10-01,SAFCO Folding Chair Trolley,103.00
2016-09-01,SAFCO Folding Chair Trolley,513.00
2013-12-01,Safco Industrial Shelving,118.00
2016-08-01,Safco Industrial Shelving,118.00
2015-09-01,Safco Industrial Shelving,295.00
2016-12-01,Safco Industrial Shelving,295.00
2013-11-01,Safco Industrial Wire Shelving,77.00
2016-06-01,Safco Industrial Wire Shelving,154.00
2015-04-01,Safco Industrial Wire Shelving,230.00
2016-11-01,Safco Industrial Wire Shelving,230.00
2014-09-01,Safco Industrial Wire Shelving,672.00
2014-04-01,Safco Industrial Wire Shelving System,73.00
2016-04-01,Safco Industrial Wire Shelving System,73.00
2016-06-01,Safco Industrial Wire Shelving System,273.00
2015-05-01,Safco Industrial Wire Shelving System,455.00
2016-12-01,Safco Industrial Wire Shelving System,491.00
2013-06-01,Safco Industrial Wire Shelving System,509.00
2014-09-01,Safco Industrial Wire Shelving System,637.00
2016-12-01,"SAFCO Mobile Desk Side File, Wire Frame",43.00
2014-01-01,"SAFCO Mobile Desk Side File, Wire Frame",86.00
2013-05-01,"SAFCO Mobile Desk Side File, Wire Frame",103.00
2016-10-01,"SAFCO Mobile Desk Side File, Wire Frame",128.00
2015-06-01,"SAFCO Mobile Desk Side File, Wire Frame",171.00
2016-07-01,"SAFCO Mobile Desk Side File, Wire Frame",239.00
2014-08-01,"SAFCO Mobile Desk Side File, Wire Frame",470.00
2013-11-01,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.00
2014-04-01,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,64.00
2016-05-01,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,69.00
2016-08-01,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,75.00
2014-10-01,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",365.00
2015-12-01,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",456.00
2016-02-01,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",456.00
2016-11-01,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.00
2013-04-01,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1216.00
2014-10-01,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",210.00
2015-08-01,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",245.00
2013-08-01,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.00
2016-04-01,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.00
2015-12-01,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.00
2015-07-01,Safco Steel Mobile File Cart,67.00
2015-11-01,Safco Steel Mobile File Cart,83.00
2013-06-01,Safco Steel Mobile File Cart,167.00
2016-12-01,Safco Steel Mobile File Cart,167.00
2016-08-01,Safco Steel Mobile File Cart,200.00
2013-01-01,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",142.00
2014-03-01,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",142.00
2014-10-01,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",156.00
2015-07-01,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",177.00
2015-03-01,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.00
2015-10-01,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",121.00
2015-09-01,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",199.00
2016-04-01,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",483.00
2014-09-01,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",25.00
2016-11-01,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",64.00
2013-08-01,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",159.00
2016-12-01,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",159.00
2015-11-01,Samsung Convoy 3,222.00
2014-03-01,Samsung Convoy 3,466.00
2013-04-01,Samsung Galaxy Mega 6.3,1680.00
2016-11-01,Samsung Galaxy Mega 6.3,1932.00
2016-01-01,Samsung Galaxy Mega 6.3,2940.00
2015-06-01,Samsung Galaxy Mega 6.3,3024.00
2016-08-01,Samsung Galaxy Mega 6.3,4368.00
2016-09-01,Samsung Galaxy Note 2,1932.00
2015-12-01,Samsung Galaxy Note 2,2576.00
2013-05-01,Samsung Galaxy Note 3,660.00
2013-11-01,Samsung Galaxy Note 3,704.00
2014-09-01,Samsung Galaxy Note 3,792.00
2014-02-01,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),700.00
2015-12-01,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),700.00
2013-11-01,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1610.00
2016-07-01,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1890.00
2016-06-01,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2240.00
2014-02-01,Samsung Galaxy S4,626.00
2015-09-01,Samsung Galaxy S4,1002.00
2016-06-01,Samsung Galaxy S4,1002.00
2013-11-01,Samsung Galaxy S4,1502.00
2016-01-01,Samsung Galaxy S4,2003.00
2014-09-01,Samsung Galaxy S4 Active,500.00
2013-03-01,Samsung Galaxy S4 Active,3500.00
2016-03-01,Samsung Galaxy S4 Mini,470.00
2016-04-01,Samsung Galaxy S4 Mini,752.00
2015-02-01,Samsung Galaxy S4 Mini,1128.00
2014-08-01,Samsung Galaxy S4 Mini,1880.00
2016-11-01,Samsung Galaxy S4 Mini,1880.00
2014-09-01,Samsung HM1900 Bluetooth Headset,35.00
2013-12-01,Samsung HM1900 Bluetooth Headset,53.00
2015-10-01,Samsung HM1900 Bluetooth Headset,53.00
2016-12-01,Samsung HM1900 Bluetooth Headset,53.00
2014-04-01,Samsung HM1900 Bluetooth Headset,88.00
2016-10-01,Samsung HM1900 Bluetooth Headset,88.00
2015-11-01,Samsung HM1900 Bluetooth Headset,123.00
2015-10-01,Samsung Replacement EH64AVFWE Premium Headset,6.00
2016-07-01,Samsung Replacement EH64AVFWE Premium Headset,22.00
2016-11-01,Samsung Replacement EH64AVFWE Premium Headset,22.00
2015-08-01,Samsung Replacement EH64AVFWE Premium Headset,55.00
2013-11-01,Samsung Rugby III,53.00
2014-08-01,Samsung Rugby III,132.00
2014-05-01,Samsung Rugby III,158.00
2014-12-01,Samsung Rugby III,158.00
2016-09-01,Samsung Rugby III,158.00
2015-12-01,Samsung Rugby III,198.00
2014-10-01,Samsung Rugby III,264.00
2014-09-01,Samsung Rugby III,264.00
